year,block,type,treatment,cover_pct,ppt_6mo_prior,ppt_cm_aprmay,ppt_cm_julaug,ppt_cm_gs,ppt_cm_wy,blk_bare,bg_mean_2011,Bare_2011,Herbaceous_2011,Shrub_2011,upwind_bsne,downwind_bsne,accum_bsne,rel_bsne,area_avg_cm2,vert_acc_2017,pg_2017,initial_cover,control_cover,cover_pct_delta,cover_pct_d_yearly,Annual Grasses_t0,Forb_live_t0,Litter_t0,Perennial Grasses - Alive_t0,Annual Grasses_t-1,Forb_live_t-1,Litter_t-1,Perennial Grasses - Alive_t-1
2013,1,Litter,patch-scale,12.1,21.0058,0.3556,6.8834,0.3302,20.2438,11,0.17,0.437855608,0.498798837,0.063345556,0.3071551709567722,0.309142651817372,-0.001987480860600202,-0.796361114876126,1140.8344991475,143.9505234968026,5.84,3.4,3.4,8.7,8.7,0,0.1,12.1,0,NA,NA,NA,NA
2013,1,Litter,plant- & patch-scale,11.5,21.0058,0.3556,6.8834,0.3302,20.2438,11,0.17,0.437855608,0.498798837,0.063345556,0.631906832618371,0.265341728851342,0.366565103767029,1.156858481710848,1069.3092193025,143.9505234968026,5.82,3.4,3.4,8.1,8.1,0,0,11.5,0,NA,NA,NA,NA
2013,1,Perennial Grasses - Alive,control,0,21.0058,0.3556,6.8834,0.3302,20.2438,11,0.17,0.437855608,0.498798837,0.063345556,0.38767513462459,0.501775056019592,-0.11409992139500191,-0.8746183439062549,NA,143.9505234968026,0.1,0,0,0,0,0,0,3.4,0,NA,NA,NA,NA
2013,1,Perennial Grasses - Alive,plant-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,11,0.17,0.437855608,0.498798837,0.063345556,0.2186612815777676,0.315767445012988,-0.0971061634352197,-0.9141287470414869,NA,143.9505234968026,2.6,0,0,0,0,0,0,5,0,NA,NA,NA,NA
2013,1,Perennial Grasses - Alive,patch-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,11,0.17,0.437855608,0.498798837,0.063345556,0.3071551709567722,0.309142651817372,-0.001987480860600202,-0.796361114876126,1140.8344991475,143.9505234968026,5.84,0,0,0,0,0,0.1,12.1,0,NA,NA,NA,NA
2013,1,Perennial Grasses - Alive,plant- & patch-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,11,0.17,0.437855608,0.498798837,0.063345556,0.631906832618371,0.265341728851342,0.366565103767029,1.156858481710848,1069.3092193025,143.9505234968026,5.82,0,0,0,0,0,0,11.5,0,NA,NA,NA,NA
2013,2,Annual Grasses,control,0,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.4744841747074274,0.605651965559222,-0.1311677908517953,-4.9128367736613345,NA,196.77020882514057,0.1,0,0,0,0,0,0,0.6,0,NA,NA,NA,NA
2013,2,Annual Grasses,plant-scale,0.1,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.3294861719266454,0.37741899452971694,-0.047932822603071204,-1.2861643333965778,NA,196.77020882514057,3.41,0,0,0.1,0.1,0.1,0,2.7,0,NA,NA,NA,NA
2013,2,Annual Grasses,patch-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.4574053864062052,0.4984696421808783,-0.04106425577467331,-0.18979312888166178,1284.17437135,196.77020882514057,3.77,0,0,0,0,0,0,9.2,0,NA,NA,NA,NA
2013,2,Annual Grasses,plant- & patch-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.6712825303795887,0.4868475700649342,0.1844349603146549,-1.0983218679061229,1281.410368175,196.77020882514057,30.77,0,0,0,0,0,0,10.9,0,NA,NA,NA,NA
2013,2,Forb_live,control,0,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.4744841747074274,0.605651965559222,-0.1311677908517953,-4.9128367736613345,NA,196.77020882514057,0.1,0,0,0,0,0,0,0.6,0,NA,NA,NA,NA
2013,2,Forb_live,plant-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.3294861719266454,0.37741899452971694,-0.047932822603071204,-1.2861643333965778,NA,196.77020882514057,3.41,0,0,0,0,0.1,0,2.7,0,NA,NA,NA,NA
2013,2,Forb_live,patch-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.4574053864062052,0.4984696421808783,-0.04106425577467331,-0.18979312888166178,1284.17437135,196.77020882514057,3.77,0,0,0,0,0,0,9.2,0,NA,NA,NA,NA
2013,2,Forb_live,plant- & patch-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.6712825303795887,0.4868475700649342,0.1844349603146549,-1.0983218679061229,1281.410368175,196.77020882514057,30.77,0,0,0,0,0,0,10.9,0,NA,NA,NA,NA
2013,2,Litter,control,0.6,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.4744841747074274,0.605651965559222,-0.1311677908517953,-4.9128367736613345,NA,196.77020882514057,0.1,0.6,0.6,0,0,0,0,0.6,0,NA,NA,NA,NA
2013,2,Litter,plant-scale,2.7,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.3294861719266454,0.37741899452971694,-0.047932822603071204,-1.2861643333965778,NA,196.77020882514057,3.41,0.6,0.6,2.1,2.1,0.1,0,2.7,0,NA,NA,NA,NA
2013,2,Litter,patch-scale,9.2,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.4574053864062052,0.4984696421808783,-0.04106425577467331,-0.18979312888166178,1284.17437135,196.77020882514057,3.77,0.6,0.6,8.6,8.6,0,0,9.2,0,NA,NA,NA,NA
2013,2,Litter,plant- & patch-scale,10.9,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.6712825303795887,0.4868475700649342,0.1844349603146549,-1.0983218679061229,1281.410368175,196.77020882514057,30.77,0.6,0.6,10.3,10.3,0,0,10.9,0,NA,NA,NA,NA
2013,2,Perennial Grasses - Alive,control,0,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.4744841747074274,0.605651965559222,-0.1311677908517953,-4.9128367736613345,NA,196.77020882514057,0.1,0,0,0,0,0,0,0.6,0,NA,NA,NA,NA
2013,2,Perennial Grasses - Alive,plant-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.3294861719266454,0.37741899452971694,-0.047932822603071204,-1.2861643333965778,NA,196.77020882514057,3.41,0,0,0,0,0.1,0,2.7,0,NA,NA,NA,NA
2013,2,Perennial Grasses - Alive,patch-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.4574053864062052,0.4984696421808783,-0.04106425577467331,-0.18979312888166178,1284.17437135,196.77020882514057,3.77,0,0,0,0,0,0,9.2,0,NA,NA,NA,NA
2013,2,Perennial Grasses - Alive,plant- & patch-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,6,0.17,0.251907158,0.652166856,0.095925986,0.6712825303795887,0.4868475700649342,0.1844349603146549,-1.0983218679061229,1281.410368175,196.77020882514057,30.77,0,0,0,0,0,0,10.9,0,NA,NA,NA,NA
2013,3,Annual Grasses,control,0,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.35678309030947497,0.1708296647707758,0.1859534255386989,1.122117431979968,NA,150.60256014219692,0,0,0,0,0,0,0,2.4,0,NA,NA,NA,NA
2013,3,Annual Grasses,plant-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.4087914041976376,0.2936646240592846,0.1151267801383527,0.52694539466201,NA,150.60256014219692,0.7,0,0,0,0,0,0,0.7,0,NA,NA,NA,NA
2013,3,Annual Grasses,patch-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.41504253023262405,0.340265367012489,0.07477716322013479,0.15219984654256502,1132.8375101725,150.60256014219692,13.56,0,0,0,0,0,0,9.6,0,NA,NA,NA,NA
2013,3,Annual Grasses,plant- & patch-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.2501344584240525,0.3696958907879318,-0.119561432363879,-1.515200707969929,1000.1362554725,150.60256014219692,19.45,0,0,0,0,0,0,5.333333333,0,NA,NA,NA,NA
2013,3,Forb_live,control,0,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.35678309030947497,0.1708296647707758,0.1859534255386989,1.122117431979968,NA,150.60256014219692,0,0,0,0,0,0,0,2.4,0,NA,NA,NA,NA
2013,3,Forb_live,plant-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.4087914041976376,0.2936646240592846,0.1151267801383527,0.52694539466201,NA,150.60256014219692,0.7,0,0,0,0,0,0,0.7,0,NA,NA,NA,NA
2013,3,Forb_live,patch-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.41504253023262405,0.340265367012489,0.07477716322013479,0.15219984654256502,1132.8375101725,150.60256014219692,13.56,0,0,0,0,0,0,9.6,0,NA,NA,NA,NA
2013,3,Forb_live,plant- & patch-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.2501344584240525,0.3696958907879318,-0.119561432363879,-1.515200707969929,1000.1362554725,150.60256014219692,19.45,0,0,0,0,0,0,5.333333333,0,NA,NA,NA,NA
2013,3,Litter,control,2.4,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.35678309030947497,0.1708296647707758,0.1859534255386989,1.122117431979968,NA,150.60256014219692,0,2.4,2.4,0,0,0,0,2.4,0,NA,NA,NA,NA
2013,3,Litter,plant-scale,0.7,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.4087914041976376,0.2936646240592846,0.1151267801383527,0.52694539466201,NA,150.60256014219692,0.7,2.4,2.4,-1.7,-1.7,0,0,0.7,0,NA,NA,NA,NA
2013,3,Litter,patch-scale,9.6,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.41504253023262405,0.340265367012489,0.07477716322013479,0.15219984654256502,1132.8375101725,150.60256014219692,13.56,2.4,2.4,7.199999999999999,7.199999999999999,0,0,9.6,0,NA,NA,NA,NA
2013,3,Litter,plant- & patch-scale,5.333333333,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.2501344584240525,0.3696958907879318,-0.119561432363879,-1.515200707969929,1000.1362554725,150.60256014219692,19.45,2.4,2.4,2.9333333329999998,2.9333333329999998,0,0,5.333333333,0,NA,NA,NA,NA
2013,3,Perennial Grasses - Alive,control,0,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.35678309030947497,0.1708296647707758,0.1859534255386989,1.122117431979968,NA,150.60256014219692,0,0,0,0,0,0,0,2.4,0,NA,NA,NA,NA
2013,3,Perennial Grasses - Alive,plant-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.4087914041976376,0.2936646240592846,0.1151267801383527,0.52694539466201,NA,150.60256014219692,0.7,0,0,0,0,0,0,0.7,0,NA,NA,NA,NA
2013,3,Perennial Grasses - Alive,patch-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.41504253023262405,0.340265367012489,0.07477716322013479,0.15219984654256502,1132.8375101725,150.60256014219692,13.56,0,0,0,0,0,0,9.6,0,NA,NA,NA,NA
2013,3,Perennial Grasses - Alive,plant- & patch-scale,0,21.0058,0.3556,6.8834,0.3302,20.2438,5,0.17,0.143454185,0.77327343,0.083272385,0.2501344584240525,0.3696958907879318,-0.119561432363879,-1.515200707969929,1000.1362554725,150.60256014219692,19.45,0,0,0,0,0,0,5.333333333,0,NA,NA,NA,NA
2013,4,Annual Grasses,control,0,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.27860257297039803,0.330993064826333,-0.05239049185593524,-3.0115317453243753,NA,148.18270974080656,0,0,0,0,0,0,0,5.4,0,NA,NA,NA,NA
2013,4,Annual Grasses,plant-scale,0,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.3457903387420372,0.42379608208924174,-0.07800574334720396,-0.690813534691327,NA,148.18270974080656,0.91,0,0,0,0,0,0,19.5,0,NA,NA,NA,NA
2013,4,Annual Grasses,patch-scale,0,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.2774166317586238,0.1803517543291345,0.09706487742948976,1.0972545692655689,1133.848455785,148.18270974080656,5.67,0,0,0,0,0,0,7,0,NA,NA,NA,NA
2013,4,Annual Grasses,plant- & patch-scale,0,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.3334216051123596,9.75027406311552,-9.41685245800316,-42.59978200284105,1207.688355915,148.18270974080656,30.5,0,0,0,0,0,0,9.9,0,NA,NA,NA,NA
2013,4,Forb_live,control,0,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.27860257297039803,0.330993064826333,-0.05239049185593524,-3.0115317453243753,NA,148.18270974080656,0,0,0,0,0,0,0,5.4,0,NA,NA,NA,NA
2013,4,Forb_live,plant-scale,0,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.3457903387420372,0.42379608208924174,-0.07800574334720396,-0.690813534691327,NA,148.18270974080656,0.91,0,0,0,0,0,0,19.5,0,NA,NA,NA,NA
2013,4,Forb_live,patch-scale,0,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.2774166317586238,0.1803517543291345,0.09706487742948976,1.0972545692655689,1133.848455785,148.18270974080656,5.67,0,0,0,0,0,0,7,0,NA,NA,NA,NA
2013,4,Forb_live,plant- & patch-scale,0,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.3334216051123596,9.75027406311552,-9.41685245800316,-42.59978200284105,1207.688355915,148.18270974080656,30.5,0,0,0,0,0,0,9.9,0,NA,NA,NA,NA
2013,4,Litter,control,5.4,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.27860257297039803,0.330993064826333,-0.05239049185593524,-3.0115317453243753,NA,148.18270974080656,0,5.4,5.4,0,0,0,0,5.4,0,NA,NA,NA,NA
2013,4,Litter,plant-scale,19.5,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.3457903387420372,0.42379608208924174,-0.07800574334720396,-0.690813534691327,NA,148.18270974080656,0.91,5.4,5.4,14.1,14.1,0,0,19.5,0,NA,NA,NA,NA
2013,4,Litter,patch-scale,7,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.2774166317586238,0.1803517543291345,0.09706487742948976,1.0972545692655689,1133.848455785,148.18270974080656,5.67,5.4,5.4,1.5999999999999996,1.5999999999999996,0,0,7,0,NA,NA,NA,NA
2013,4,Litter,plant- & patch-scale,9.9,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.3334216051123596,9.75027406311552,-9.41685245800316,-42.59978200284105,1207.688355915,148.18270974080656,30.5,5.4,5.4,4.5,4.5,0,0,9.9,0,NA,NA,NA,NA
2013,4,Perennial Grasses - Alive,control,0,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.27860257297039803,0.330993064826333,-0.05239049185593524,-3.0115317453243753,NA,148.18270974080656,0,0,0,0,0,0,0,5.4,0,NA,NA,NA,NA
2013,4,Perennial Grasses - Alive,plant-scale,0,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.3457903387420372,0.42379608208924174,-0.07800574334720396,-0.690813534691327,NA,148.18270974080656,0.91,0,0,0,0,0,0,19.5,0,NA,NA,NA,NA
2013,4,Perennial Grasses - Alive,patch-scale,0,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.2774166317586238,0.1803517543291345,0.09706487742948976,1.0972545692655689,1133.848455785,148.18270974080656,5.67,0,0,0,0,0,0,7,0,NA,NA,NA,NA
2013,4,Perennial Grasses - Alive,plant- & patch-scale,0,20.4978,0.2286,7.366,0.5842,19.939,3,0.17,0.12173602,0.820078693,0.058185287,0.3334216051123596,9.75027406311552,-9.41685245800316,-42.59978200284105,1207.688355915,148.18270974080656,30.5,0,0,0,0,0,0,9.9,0,NA,NA,NA,NA
2013,5,Annual Grasses,control,0,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.10224690413154335,0.27964142701348016,-0.177394522881936,-7.549481604770081,NA,165.13248860642875,0.1,0,0,0,0,0,0,13.2,0,NA,NA,NA,NA
2013,5,Annual Grasses,plant-scale,0,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.08252971471977934,0.238472115277998,-0.1559424005582187,-4.648903546259715,NA,165.13248860642875,1.222222222,0,0,0,0,0,0,6,0,NA,NA,NA,NA
2013,5,Annual Grasses,patch-scale,0,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.43981517719991703,0.28152968530191147,0.1582854918980057,-0.395682792124893,1223.347865125,165.13248860642875,0.75,0,0,0,0,0,0,9.8,0,NA,NA,NA,NA
2013,5,Annual Grasses,plant- & patch-scale,0,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.22171849892721712,0.23721168310747776,-0.01549318418026029,-0.4208650320250177,1235.944103255,165.13248860642875,7.65,0,0,0,0,0,0,9.6,0,NA,NA,NA,NA
2013,5,Forb_live,control,0,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.10224690413154335,0.27964142701348016,-0.177394522881936,-7.549481604770081,NA,165.13248860642875,0.1,0,0,0,0,0,0,13.2,0,NA,NA,NA,NA
2013,5,Forb_live,plant-scale,0,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.08252971471977934,0.238472115277998,-0.1559424005582187,-4.648903546259715,NA,165.13248860642875,1.222222222,0,0,0,0,0,0,6,0,NA,NA,NA,NA
2013,5,Forb_live,patch-scale,0,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.43981517719991703,0.28152968530191147,0.1582854918980057,-0.395682792124893,1223.347865125,165.13248860642875,0.75,0,0,0,0,0,0,9.8,0,NA,NA,NA,NA
2013,5,Forb_live,plant- & patch-scale,0,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.22171849892721712,0.23721168310747776,-0.01549318418026029,-0.4208650320250177,1235.944103255,165.13248860642875,7.65,0,0,0,0,0,0,9.6,0,NA,NA,NA,NA
2013,5,Litter,control,13.2,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.10224690413154335,0.27964142701348016,-0.177394522881936,-7.549481604770081,NA,165.13248860642875,0.1,13.2,13.2,0,0,0,0,13.2,0,NA,NA,NA,NA
2013,5,Litter,plant-scale,6,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.08252971471977934,0.238472115277998,-0.1559424005582187,-4.648903546259715,NA,165.13248860642875,1.222222222,13.2,13.2,-7.199999999999999,-7.199999999999999,0,0,6,0,NA,NA,NA,NA
2013,5,Litter,patch-scale,9.8,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.43981517719991703,0.28152968530191147,0.1582854918980057,-0.395682792124893,1223.347865125,165.13248860642875,0.75,13.2,13.2,-3.3999999999999986,-3.3999999999999986,0,0,9.8,0,NA,NA,NA,NA
2013,5,Litter,plant- & patch-scale,9.6,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.22171849892721712,0.23721168310747776,-0.01549318418026029,-0.4208650320250177,1235.944103255,165.13248860642875,7.65,13.2,13.2,-3.5999999999999996,-3.5999999999999996,0,0,9.6,0,NA,NA,NA,NA
2013,5,Perennial Grasses - Alive,control,0,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.10224690413154335,0.27964142701348016,-0.177394522881936,-7.549481604770081,NA,165.13248860642875,0.1,0,0,0,0,0,0,13.2,0,NA,NA,NA,NA
2013,5,Perennial Grasses - Alive,plant-scale,0,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.08252971471977934,0.238472115277998,-0.1559424005582187,-4.648903546259715,NA,165.13248860642875,1.222222222,0,0,0,0,0,0,6,0,NA,NA,NA,NA
2013,5,Perennial Grasses - Alive,patch-scale,0,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.43981517719991703,0.28152968530191147,0.1582854918980057,-0.395682792124893,1223.347865125,165.13248860642875,0.75,0,0,0,0,0,0,9.8,0,NA,NA,NA,NA
2013,5,Perennial Grasses - Alive,plant- & patch-scale,0,20.4978,0.2286,7.366,0.5842,19.939,2,0.795,0.090424673,0.892620701,0.016954626,0.22171849892721712,0.23721168310747776,-0.01549318418026029,-0.4208650320250177,1235.944103255,165.13248860642875,7.65,0,0,0,0,0,0,9.6,0,NA,NA,NA,NA
2013,6,Annual Grasses,control,0,20.4978,0.2286,7.366,0.5842,19.939,8,0.42,0.338473233,0.656531654,0.004995113,0.1776747615754318,0.279734480882671,-0.1020597193072405,-76.04319599878906,NA,150.36767450474997,0.3,0,0,0,0,0,0,9.1,0,NA,NA,NA,NA
2013,6,Annual Grasses,plant-scale,0,20.4978,0.2286,7.366,0.5842,19.939,8,0.42,0.338473233,0.656531654,0.004995113,0.343786379990313,0.572214683249194,-0.2284283032588826,-1.3724694758338223,NA,150.36767450474997,0,0,0,0,0,0,0,4.7,0,NA,NA,NA,NA
2013,6,Annual Grasses,patch-scale,0,20.4978,0.2286,7.366,0.5842,19.939,8,0.42,0.338473233,0.656531654,0.004995113,0.21562307151679733,0.2115291539976765,0.004093917519120999,-0.47439415544712304,1282.698573875,150.36767450474997,1.92,0,0,0,0,0,0,2.8,0,NA,NA,NA,NA
2013,6,Annual Grasses,plant- & patch-scale,0,20.4978,0.2286,7.366,0.5842,19.939,8,0.42,0.338473233,0.656531654,0.004995113,0.375354379066966,0.703426645929382,-0.3280722668624152,-1.762968656735113,1163.317983405,150.36767450474997,13.49,0,0,0,0,0,0,4.5,0,NA,NA,NA,NA
2013,6,Forb_live,control,0,20.4978,0.2286,7.366,0.5842,19.939,8,0.42,0.338473233,0.656531654,0.004995113,0.1776747615754318,0.279734480882671,-0.1020597193072405,-76.04319599878906,NA,150.36767450474997,0.3,0,0,0,0,0,0,9.1,0,NA,NA,NA,NA
2013,6,Forb_live,plant-scale,0,20.4978,0.2286,7.366,0.5842,19.939,8,0.42,0.338473233,0.656531654,0.004995113,0.343786379990313,0.572214683249194,-0.2284283032588826,-1.3724694758338223,NA,150.36767450474997,0,0,0,0,0,0,0,4.7,0,NA,NA,NA,NA
